Source,Type_Code,Inventaire,BMS,latitude,longitude
BBS_FEV2021',A,Presentiel,OUI,49.489149,-67.65545
BBS_FEV2021',A,Presentiel,OUI,49.489167,-67.655167
BBS_FEV2021',A,Presentiel,OUI,49.490471,-78.093477
BBS_FEV2021',A,Presentiel,OUI,49.495332,-68.531854
BBS_FEV2021',A,Presentiel,OUI,49.495416,-67.659283
BBS_FEV2021',A,Presentiel,OUI,49.495417,-67.659283
BBS_FEV2021',A,Presentiel,OUI,49.497426,-78.09554
BBS_FEV2021',A,Presentiel,OUI,49.501983,-67.656533
BBS_FEV2021',A,Presentiel,OUI,49.50215,-67.656383
BBS_FEV2021',A,Presentiel,OUI,49.502402,-68.532686
BBS_FEV2021',A,Presentiel,OUI,49.504219,-78.099056
BBS_FEV2021',A,Presentiel,OUI,49.508163,-68.538578
BBS_FEV2021',A,Presentiel,OUI,49.509116,-67.656599
BBS_FEV2021',A,Presentiel,OUI,49.509317,-67.656583
BBS_FEV2021',A,Presentiel,OUI,49.511108,-78.102637
BBS_FEV2021',A,Presentiel,OUI,49.513644,-68.542259
BBS_FEV2021',A,Presentiel,OUI,49.515433,-67.657266
BBS_FEV2021',A,Presentiel,OUI,49.515433,-67.657267
BBS_FEV2021',A,Presentiel,OUI,49.518055,-78.10624
BBS_FEV2021',A,Presentiel,OUI,49.518643,-68.547789
BBS_FEV2021',A,Presentiel,OUI,49.521233,-67.651616
BBS_FEV2021',A,Presentiel,OUI,49.521383,-67.651333
BBS_FEV2021',A,Presentiel,OUI,49.524417,-68.551901
BBS_FEV2021',A,Presentiel,OUI,49.525,-78.10984
BBS_FEV2021',A,Presentiel,OUI,49.526616,-67.65565
BBS_FEV2021',A,Presentiel,OUI,49.526617,-67.65535
BBS_FEV2021',A,Presentiel,OUI,49.530616,-67.6645
BBS_FEV2021',A,Presentiel,OUI,49.53195,-68.55099
BBS_FEV2021',A,Presentiel,OUI,49.532118,-78.112078
BBS_FEV2021',A,Presentiel,OUI,49.533466,-67.673699
BBS_FEV2021',A,Presentiel,OUI,49.537038,-68.546317
BBS_FEV2021',A,Presentiel,OUI,49.538166,-67.678066
BBS_FEV2021',A,Presentiel,OUI,49.539187,-78.113692
BBS_FEV2021',A,Presentiel,OUI,49.544075,-68.544851
BBS_FEV2021',A,Presentiel,OUI,49.544466,-67.679549
BBS_FEV2021',A,Presentiel,OUI,49.546511,-78.114542
BBS_FEV2021',A,Presentiel,OUI,49.550866,-67.681399
BBS_FEV2021',A,Presentiel,OUI,49.552107,-68.546838
BBS_FEV2021',A,Presentiel,OUI,49.553833,-78.114913
BBS_FEV2021',A,Presentiel,OUI,49.557666,-67.68445
BBS_FEV2021',A,Presentiel,OUI,49.56024,-78.11081
BBS_FEV2021',A,Presentiel,OUI,49.563866,-67.688383
BBS_FEV2021',A,Presentiel,OUI,49.568956,-77.783821
BBS_FEV2021',A,Presentiel,OUI,49.569055,-77.795267
BBS_FEV2021',A,Presentiel,OUI,49.569273,-77.806245
BBS_FEV2021',A,Presentiel,OUI,49.569577,-77.817474
BBS_FEV2021',A,Presentiel,OUI,49.569819,-77.828476
BBS_FEV2021',A,Presentiel,OUI,49.570033,-67.692499
BBS_FEV2021',A,Presentiel,OUI,49.570075,-77.839732
BBS_FEV2021',A,Presentiel,OUI,49.57032,-77.850843
BBS_FEV2021',A,Presentiel,OUI,49.570571,-77.862142
BBS_FEV2021',A,Presentiel,OUI,49.571167,-77.873566
BBS_FEV2021',A,Presentiel,OUI,49.571569,-77.77349
BBS_FEV2021',A,Presentiel,OUI,49.572333,-77.884442
BBS_FEV2021',A,Presentiel,OUI,49.573467,-77.895548
BBS_FEV2021',A,Presentiel,OUI,49.574632,-77.906725
BBS_FEV2021',A,Presentiel,OUI,49.575407,-77.76399
BBS_FEV2021',A,Presentiel,OUI,49.575772,-77.917656
BBS_FEV2021',A,Presentiel,OUI,49.576649,-67.694233
BBS_FEV2021',A,Presentiel,OUI,49.576961,-77.928875
BBS_FEV2021',A,Presentiel,OUI,49.578431,-77.93977
BBS_FEV2021',A,Presentiel,OUI,49.580171,-77.950715
BBS_FEV2021',A,Presentiel,OUI,49.580852,-77.756793
BBS_FEV2021',A,Presentiel,OUI,49.582013,-77.961619
BBS_FEV2021',A,Presentiel,OUI,49.583205,-67.697035
BBS_FEV2021',A,Presentiel,OUI,49.58726,-77.751488
BBS_FEV2021',A,Presentiel,OUI,49.588866,-67.6937
BBS_FEV2021',A,Presentiel,OUI,49.593698,-77.746142
BBS_FEV2021',A,Presentiel,OUI,49.595433,-67.693299
BBS_FEV2021',A,Presentiel,OUI,49.600339,-77.74216
BBS_FEV2021',A,Presentiel,OUI,49.600583,-67.699866
BBS_FEV2021',A,Presentiel,OUI,49.606933,-67.703399
BBS_FEV2021',A,Presentiel,OUI,49.607478,-77.740106
BBS_FEV2021',A,Presentiel,OUI,49.6125833,-71.9637194
BBS_FEV2021',A,Presentiel,OUI,49.614662,-77.739178
BBS_FEV2021',A,Presentiel,OUI,49.6194899,-71.9685705
BBS_FEV2021',A,Presentiel,OUI,49.621647,-77.735725
BBS_FEV2021',A,Presentiel,OUI,49.62862,-77.732138
BBS_FEV2021',A,Presentiel,OUI,49.628801,-71.9677713
BBS_FEV2021',A,Presentiel,OUI,49.635876,-71.9655299
BBS_FEV2021',A,Presentiel,OUI,49.635905,-77.731831
BBS_FEV2021',A,Presentiel,OUI,49.641963,-71.9599331
BBS_FEV2021',A,Presentiel,OUI,49.643148,-77.732153
BBS_FEV2021',A,Presentiel,OUI,49.6456021,-71.953138
BBS_FEV2021',A,Presentiel,OUI,49.650509,-77.732543
BBS_FEV2021',A,Presentiel,OUI,49.6567671,-71.9409103
BBS_FEV2021',A,Presentiel,OUI,49.657778,-77.732883
BBS_FEV2021',A,Presentiel,OUI,49.6641915,-71.9419857
BBS_FEV2021',A,Presentiel,OUI,49.665107,-77.731794
BBS_FEV2021',A,Presentiel,OUI,49.6708321,-71.9410986
BBS_FEV2021',A,Presentiel,OUI,49.672176,-77.728891
BBS_FEV2021',A,Presentiel,OUI,49.679509,-77.729157
BBS_FEV2021',A,Presentiel,OUI,49.6799313,-71.9417828
BBS_FEV2021',A,Presentiel,OUI,49.6837357,-71.9395637
BBS_FEV2021',A,Presentiel,OUI,49.686808,-77.729438
BBS_FEV2021',A,Presentiel,OUI,49.6915395,-71.9389751
BBS_FEV2021',A,Presentiel,OUI,49.69427,-77.729719
BBS_FEV2021',A,Presentiel,OUI,49.6976557,-71.9369335
BBS_FEV2021',A,Presentiel,OUI,49.70152,-77.729979
BBS_FEV2021',A,Presentiel,OUI,49.7036215,-71.9305173
BBS_FEV2021',A,Presentiel,OUI,49.70894,-77.730266
BBS_FEV2021',A,Presentiel,OUI,49.7098332,-71.9263969
BBS_FEV2021',A,Presentiel,OUI,49.716278,-77.730559
BBS_FEV2021',A,Presentiel,OUI,49.7172655,-71.9217047
BBS_FEV2021',A,Presentiel,OUI,49.723477,-77.730841
BBS_FEV2021',A,Presentiel,OUI,49.7238474,-71.917989
BBS_FEV2021',A,Presentiel,OUI,49.728079,-77.725637
BBS_FEV2021',A,Presentiel,OUI,49.730229,-77.7148
BBS_FEV2021',A,Presentiel,OUI,49.73094,-77.692601
BBS_FEV2021',A,Presentiel,OUI,49.730942,-77.703805
BBS_FEV2021',A,Presentiel,OUI,49.7309612,-71.9203339
BBS_FEV2021',A,Presentiel,OUI,49.735929,-77.685016
BBS_FEV2021',A,Presentiel,OUI,49.7372469,-71.9227318
BBS_FEV2021',A,Presentiel,OUI,49.741308,-77.677431
BBS_FEV2021',A,Presentiel,OUI,49.7451906,-71.9234264
BBS_FEV2021',A,Presentiel,OUI,49.747112,-77.670868
BBS_FEV2021',A,Presentiel,OUI,49.7522204,-71.9255585
BBS_FEV2021',A,Presentiel,OUI,49.752487,-77.662946
BBS_FEV2021',A,Presentiel,OUI,49.757582,-77.654527
BBS_FEV2021',A,Presentiel,OUI,49.7583916,-71.9284671
BBS_FEV2021',A,Presentiel,OUI,49.76296,-77.64675
BBS_FEV2021',A,Presentiel,OUI,49.7644189,-71.9364433
BBS_FEV2021',A,Presentiel,OUI,49.769064,-71.9430372
BBS_FEV2021',A,Presentiel,OUI,49.772983,-74.82178
BBS_FEV2021',A,Presentiel,OUI,49.773042,-74.811464
BBS_FEV2021',A,Presentiel,OUI,49.7751866,-71.9469945
BBS_FEV2021',A,Presentiel,OUI,49.775596,-74.831981
BBS_FEV2021',A,Presentiel,OUI,49.776004,-74.801127
BBS_FEV2021',A,Presentiel,OUI,49.778232,-74.842174
BBS_FEV2021',A,Presentiel,OUI,49.778813,-74.790971
BBS_FEV2021',A,Presentiel,OUI,49.780859,-74.873101
BBS_FEV2021',A,Presentiel,OUI,49.781072,-74.852511
BBS_FEV2021',A,Presentiel,OUI,49.781666,-74.780771
BBS_FEV2021',A,Presentiel,OUI,49.7830183,-71.9493631
BBS_FEV2021',A,Presentiel,OUI,49.783629,-74.862266
BBS_FEV2021',A,Presentiel,OUI,49.784346,-74.88288
BBS_FEV2021',A,Presentiel,OUI,49.784515,-74.770404
BBS_FEV2021',A,Presentiel,OUI,49.787466,-74.759914
BBS_FEV2021',A,Presentiel,OUI,49.788078,-74.892543
BBS_FEV2021',A,Presentiel,OUI,49.7896091,-71.9513673
BBS_FEV2021',A,Presentiel,OUI,49.78971,-74.750725
BBS_FEV2021',A,Presentiel,OUI,49.790168,-74.739196
BBS_FEV2021',A,Presentiel,OUI,49.790373,-74.685451
BBS_FEV2021',A,Presentiel,OUI,49.790521,-74.673044
BBS_FEV2021',A,Presentiel,OUI,49.790583,-74.727674
BBS_FEV2021',A,Presentiel,OUI,49.790715,-74.661675
BBS_FEV2021',A,Presentiel,OUI,49.790849,-74.651905
BBS_FEV2021',A,Presentiel,OUI,49.791011,-74.716297
BBS_FEV2021',A,Presentiel,OUI,49.79103,-74.640651
BBS_FEV2021',A,Presentiel,OUI,49.791257,-74.629011
BBS_FEV2021',A,Presentiel,OUI,49.791464,-74.694174
BBS_FEV2021',A,Presentiel,OUI,49.791476,-74.617927
BBS_FEV2021',A,Presentiel,OUI,49.7916,-74.608441
BBS_FEV2021',A,Presentiel,OUI,49.791717,-74.901931
BBS_FEV2021',A,Presentiel,OUI,49.791803,-74.597335
BBS_FEV2021',A,Presentiel,OUI,49.791972,-74.586696
BBS_FEV2021',A,Presentiel,OUI,49.792137,-74.576052
BBS_FEV2021',A,Presentiel,OUI,49.792571,-74.705551
BBS_FEV2021',A,Presentiel,OUI,49.792601,-74.705471
BBS_FEV2021',A,Presentiel,OUI,49.793492,-74.56569
BBS_FEV2021',A,Presentiel,OUI,49.794629,-74.909911
BBS_FEV2021',A,Presentiel,OUI,49.795007,-74.555263
BBS_FEV2021',A,Presentiel,OUI,49.795116,-74.711259
BBS_FEV2021',A,Presentiel,OUI,49.796406,-74.545662
BBS_FEV2021',A,Presentiel,OUI,49.7969405,-71.9535587
BBS_FEV2021',A,Presentiel,OUI,49.797173,-74.919984
BBS_FEV2021',A,Presentiel,OUI,49.798209,-74.532951
BBS_FEV2021',A,Presentiel,OUI,49.799645,-74.522838
BBS_FEV2021',A,Presentiel,OUI,49.800824,-74.930224
BBS_FEV2021',A,Presentiel,OUI,49.800908,-74.493045
BBS_FEV2021',A,Presentiel,OUI,49.801398,-74.503564
BBS_FEV2021',A,Presentiel,OUI,49.80166,-74.707075
BBS_FEV2021',A,Presentiel,OUI,49.802335,-74.512216
BBS_FEV2021',A,Presentiel,OUI,49.8036795,-71.9556466
BBS_FEV2021',A,Presentiel,OUI,49.803733,-74.483713
BBS_FEV2021',A,Presentiel,OUI,49.804732,-74.939792
BBS_FEV2021',A,Presentiel,OUI,49.80671,-74.473821
BBS_FEV2021',A,Presentiel,OUI,49.80857,-74.702794
BBS_FEV2021',A,Presentiel,OUI,49.809854,-74.463372
BBS_FEV2021',A,Presentiel,OUI,49.810435,-75.438221
BBS_FEV2021',A,Presentiel,OUI,49.8108512,-71.9526106
BBS_FEV2021',A,Presentiel,OUI,49.81115,-75.427246
BBS_FEV2021',A,Presentiel,OUI,49.811881,-75.416485
BBS_FEV2021',A,Presentiel,OUI,49.812657,-75.405192
BBS_FEV2021',A,Presentiel,OUI,49.812915,-74.453305
BBS_FEV2021',A,Presentiel,OUI,49.81296,-75.158687
BBS_FEV2021',A,Presentiel,OUI,49.813275,-75.447553
BBS_FEV2021',A,Presentiel,OUI,49.813809,-75.394488
BBS_FEV2021',A,Presentiel,OUI,49.813912,-75.49051
BBS_FEV2021',A,Presentiel,OUI,49.814432,-75.479566
BBS_FEV2021',A,Presentiel,OUI,49.814637,-74.704201
BBS_FEV2021',A,Presentiel,OUI,49.814911,-75.148081
BBS_FEV2021',A,Presentiel,OUI,49.814937,-75.169306
BBS_FEV2021',A,Presentiel,OUI,49.81495,-75.383463
BBS_FEV2021',A,Presentiel,OUI,49.814986,-75.468343
BBS_FEV2021',A,Presentiel,OUI,49.815514,-75.372801
BBS_FEV2021',A,Presentiel,OUI,49.8155783,-71.946813
BBS_FEV2021',A,Presentiel,OUI,49.815794,-75.457546
BBS_FEV2021',A,Presentiel,OUI,49.815845,-74.443328
BBS_FEV2021',A,Presentiel,OUI,49.815871,-75.361447
BBS_FEV2021',A,Presentiel,OUI,49.816616,-75.350808
BBS_FEV2021',A,Presentiel,OUI,49.81695,-75.179865
BBS_FEV2021',A,Presentiel,OUI,49.816961,-75.049783
BBS_FEV2021',A,Presentiel,OUI,49.817099,-75.060909
BBS_FEV2021',A,Presentiel,OUI,49.817199,-75.499851
BBS_FEV2021',A,Presentiel,OUI,49.81729,-75.137662
BBS_FEV2021',A,Presentiel,OUI,49.817315,-75.115872
BBS_FEV2021',A,Presentiel,OUI,49.817459,-75.126773
BBS_FEV2021',A,Presentiel,OUI,49.817488,-75.039068
BBS_FEV2021',A,Presentiel,OUI,49.817714,-75.073003
BBS_FEV2021',A,Presentiel,OUI,49.81779,-75.10468
BBS_FEV2021',A,Presentiel,OUI,49.817947,-75.093721
BBS_FEV2021',A,Presentiel,OUI,49.818003,-75.082689
BBS_FEV2021',A,Presentiel,OUI,49.818243,-75.027515
BBS_FEV2021',A,Presentiel,OUI,49.818946,-74.432964
BBS_FEV2021',A,Presentiel,OUI,49.818967,-75.190377
BBS_FEV2021',A,Presentiel,OUI,49.8192703,-71.9376772
BBS_FEV2021',A,Presentiel,OUI,49.819475,-74.712016
BBS_FEV2021',A,Presentiel,OUI,49.819579,-75.340606
BBS_FEV2021',A,Presentiel,OUI,49.820952,-75.200842
BBS_FEV2021',A,Presentiel,OUI,49.821091,-75.508906
BBS_FEV2021',A,Presentiel,OUI,49.821958,-75.330698
BBS_FEV2021',A,Presentiel,OUI,49.822284,-75.519919
BBS_FEV2021',A,Presentiel,OUI,49.822876,-75.319404
BBS_FEV2021',A,Presentiel,OUI,49.823006,-75.211471
BBS_FEV2021',A,Presentiel,OUI,49.823181,-75.530717
BBS_FEV2021',A,Presentiel,OUI,49.823344,-75.309709
BBS_FEV2021',A,Presentiel,OUI,49.823775,-75.298806
BBS_FEV2021',A,Presentiel,OUI,49.823946,-75.54177
BBS_FEV2021',A,Presentiel,OUI,49.824191,-75.287908
BBS_FEV2021',A,Presentiel,OUI,49.824313,-74.72004
BBS_FEV2021',A,Presentiel,OUI,49.82442,-75.276666
BBS_FEV2021',A,Presentiel,OUI,49.824451,-75.265594
BBS_FEV2021',A,Presentiel,OUI,49.824682,-75.552844
BBS_FEV2021',A,Presentiel,OUI,49.824996,-75.254684
BBS_FEV2021',A,Presentiel,OUI,49.825061,-75.222092
BBS_FEV2021',A,Presentiel,OUI,49.8253895,-71.9310513
BBS_FEV2021',A,Presentiel,OUI,49.825665,-75.24321
BBS_FEV2021',A,Presentiel,OUI,49.826269,-75.232874
BBS_FEV2021',A,Presentiel,OUI,49.831296,-74.723393
BBS_FEV2021',A,Presentiel,OUI,49.8321319,-71.9301896
BBS_FEV2021',A,Presentiel,OUI,49.838246,-74.724779
BBS_FEV2021',A,Presentiel,OUI,49.8387104,-71.929845
BBS_FEV2021',A,Presentiel,OUI,49.84541,-74.727163
BBS_FEV2021',A,Presentiel,OUI,49.8462434,-71.9314941
BBS_FEV2021',A,Presentiel,OUI,49.852456,-74.728847
BBS_FEV2021',A,Presentiel,OUI,49.8531071,-71.9277085
BBS_FEV2021',A,Presentiel,OUI,49.859739,-74.728837
BBS_FEV2021',A,Presentiel,OUI,49.8600363,-71.9251582
BBS_FEV2021',A,Presentiel,OUI,49.8663804,-71.923562
BBS_FEV2021',A,Presentiel,OUI,49.866863,-74.726914
BBS_FEV2021',A,Presentiel,OUI,49.873686,-74.726004
BBS_FEV2021',A,Presentiel,OUI,49.8738859,-71.9217208
BBS_FEV2021',A,Presentiel,OUI,49.8807046,-71.9236499
BBS_FEV2021',A,Presentiel,OUI,49.880809,-74.7251
BBS_FEV2021',A,Presentiel,OUI,49.8839357,-71.9317551
BBS_FEV2021',A,Presentiel,OUI,49.88763,-74.72831
BBS_FEV2021',A,Presentiel,OUI,49.8913609,-71.9322538
BBS_FEV2021',A,Presentiel,OUI,49.89462,-74.729258
BBS_FEV2021',A,Presentiel,OUI,49.8981292,-71.9327017
BBS_FEV2021',A,Presentiel,OUI,49.899979,-74.736158
BBS_FEV2021',A,Presentiel,OUI,49.903926,-74.745017
BBS_FEV2021',A,Presentiel,OUI,49.905275,-71.9333583
BBS_FEV2021',A,Presentiel,OUI,49.911273,-74.744271
BBS_FEV2021',A,Presentiel,OUI,49.9119212,-71.9353647
BBS_FEV2021',A,Presentiel,OUI,49.918032,-74.74505
BBS_FEV2021',A,Presentiel,OUI,49.9189859,-71.9354635
BBS_FEV2021',A,Presentiel,OUI,49.924613,-74.749464
BBS_FEV2021',A,Presentiel,OUI,49.9261793,-71.9364362
BBS_FEV2021',A,Presentiel,OUI,49.931518,-74.752233
BBS_FEV2021',A,Presentiel,OUI,49.9333675,-71.9379434
BBS_FEV2021',A,Presentiel,OUI,49.938848,-74.754053
BBS_FEV2021',A,Presentiel,OUI,49.94058,-71.94115
BBS_FEV2021',A,Presentiel,OUI,49.945417,-74.757043
BBS_FEV2021',A,Presentiel,OUI,49.948501,-74.790548
BBS_FEV2021',A,Presentiel,OUI,49.951343,-74.762351
BBS_FEV2021',A,Presentiel,OUI,49.95184,-74.780953
BBS_FEV2021',A,Presentiel,OUI,49.952067,-74.800759
BBS_FEV2021',A,Presentiel,OUI,49.954948,-74.771017
BBS_FEV2021',A,Presentiel,OUI,49.955157,-74.810013
BBS_FEV2021',A,Presentiel,OUI,49.956861,-74.820919
BBS_FEV2021',A,Presentiel,OUI,49.958053,-74.832541
BBS_FEV2021',A,Presentiel,OUI,49.963486,-74.837145
BBS_FEV2021',A,Presentiel,OUI,49.969654,-74.843163
BBS_FEV2021',A,Presentiel,OUI,49.970199,-74.865495
BBS_FEV2021',A,Presentiel,OUI,49.970562,-74.854399
BBS_FEV2021',A,Presentiel,OUI,49.971892,-74.876509
BBS_FEV2021',A,Presentiel,OUI,49.973667,-74.887622
BBS_FEV2021',A,Presentiel,OUI,49.974259,-74.897854
BBS_FEV2021',A,Presentiel,OUI,49.974581,-74.908502
BBS_FEV2021',A,Presentiel,OUI,49.977635,-74.918918
BBS_FEV2021',A,Presentiel,OUI,49.980356,-74.949924
BBS_FEV2021',A,Presentiel,OUI,49.980439,-74.929475
BBS_FEV2021',A,Presentiel,OUI,49.981397,-74.940146
BBS_FEV2021',A,Presentiel,OUI,49.981521,-74.962632
BBS_FEV2021',A,Presentiel,OUI,49.983699,-74.972448
BBS_FEV2021',A,Presentiel,OUI,49.985764,-74.98264
BBS_FEV2021',A,Presentiel,OUI,49.988084,-74.993177
BBS_FEV2021',A,Presentiel,OUI,49.995053,-74.99735
BBS_FEV2021',A,Presentiel,OUI,50.03543,-74.23159
BBS_FEV2021',A,Presentiel,OUI,50.038898,-74.241673
BBS_FEV2021',A,Presentiel,OUI,50.043306,-74.25087
BBS_FEV2021',A,Presentiel,OUI,50.049602,-74.256402
BBS_FEV2021',A,Presentiel,OUI,50.056184,-74.26116
BBS_FEV2021',A,Presentiel,OUI,50.061712,-74.267669
BBS_FEV2021',A,Presentiel,OUI,50.066717,-74.276128
BBS_FEV2021',A,Presentiel,OUI,50.073129,-74.278139
BBS_FEV2021',A,Presentiel,OUI,50.08048,-74.277713
BBS_FEV2021',A,Presentiel,OUI,50.0876,-74.27884
BBS_FEV2021',A,Presentiel,OUI,50.094368,-74.282042
BBS_FEV2021',A,Presentiel,OUI,50.101046,-74.282468
BBS_FEV2021',A,Presentiel,OUI,50.108145,-74.283462
BBS_FEV2021',A,Presentiel,OUI,50.11498,-74.284517
BBS_FEV2021',A,Presentiel,OUI,50.122007,-74.284339
BBS_FEV2021',A,Presentiel,OUI,50.1288,-61.7863333
BBS_FEV2021',A,Presentiel,OUI,50.129126,-74.285749
BBS_FEV2021',A,Presentiel,OUI,50.1293746,-61.7758215
BBS_FEV2021',A,Presentiel,OUI,50.1304167,-61.76485
BBS_FEV2021',A,Presentiel,OUI,50.1314833,-61.7538167
BBS_FEV2021',A,Presentiel,OUI,50.1317833,-61.7963167
BBS_FEV2021',A,Presentiel,OUI,50.1341842,-61.743867
BBS_FEV2021',A,Presentiel,OUI,50.136204,-74.28867
BBS_FEV2021',A,Presentiel,OUI,50.1374333,-61.7988667
BBS_FEV2021',A,Presentiel,OUI,50.1375333,-61.7337833
BBS_FEV2021',A,Presentiel,OUI,50.13922,-77.08658
BBS_FEV2021',A,Presentiel,OUI,50.1404167,-61.7254833
BBS_FEV2021',A,Presentiel,OUI,50.141899,-74.294663
BBS_FEV2021',A,Presentiel,OUI,50.1442167,-61.7975833
BBS_FEV2021',A,Presentiel,OUI,50.1449833,-61.7153167
BBS_FEV2021',A,Presentiel,OUI,50.146629,-77.0878811
BBS_FEV2021',A,Presentiel,OUI,50.1479333,-61.7048167
BBS_FEV2021',A,Presentiel,OUI,50.148225,-74.29961
BBS_FEV2021',A,Presentiel,OUI,50.1509667,-61.7969167
BBS_FEV2021',A,Presentiel,OUI,50.1512833,-61.6953833
BBS_FEV2021',A,Presentiel,OUI,50.152496,-74.308918
BBS_FEV2021',A,Presentiel,OUI,50.1528,-61.6634333
BBS_FEV2021',A,Presentiel,OUI,50.1528333,-61.6525167
BBS_FEV2021',A,Presentiel,OUI,50.1529333,-61.6414
BBS_FEV2021',A,Presentiel,OUI,50.1531667,-61.6749333
BBS_FEV2021',A,Presentiel,OUI,50.153287,-73.899273
BBS_FEV2021',A,Presentiel,OUI,50.1536167,-61.6296667
BBS_FEV2021',A,Presentiel,OUI,50.1538541,-77.0874775
BBS_FEV2021',A,Presentiel,OUI,50.1547047,-61.6850677
BBS_FEV2021',A,Presentiel,OUI,50.156124,-74.318571
BBS_FEV2021',A,Presentiel,OUI,50.156297,-73.888544
BBS_FEV2021',A,Presentiel,OUI,50.1569333,-61.7975833
BBS_FEV2021',A,Presentiel,OUI,50.160054,-74.328103
BBS_FEV2021',A,Presentiel,OUI,50.1610542,-77.0859447
BBS_FEV2021',A,Presentiel,OUI,50.161516,-73.881821
BBS_FEV2021',A,Presentiel,OUI,50.16495,-61.7998
BBS_FEV2021',A,Presentiel,OUI,50.165863,-73.872952
BBS_FEV2021',A,Presentiel,OUI,50.166993,-74.330326
BBS_FEV2021',A,Presentiel,OUI,50.1683396,-77.084365
BBS_FEV2021',A,Presentiel,OUI,50.1712,-61.8031
BBS_FEV2021',A,Presentiel,OUI,50.171961,-73.866937
BBS_FEV2021',A,Presentiel,OUI,50.173384,-74.333087
BBS_FEV2021',A,Presentiel,OUI,50.1755205,-77.0852281
BBS_FEV2021',A,Presentiel,OUI,50.1772333,-61.8065
BBS_FEV2021',A,Presentiel,OUI,50.17789,-73.860664
BBS_FEV2021',A,Presentiel,OUI,50.180305,-74.329932
BBS_FEV2021',A,Presentiel,OUI,50.181353,-73.850901
BBS_FEV2021',A,Presentiel,OUI,50.18254,-77.08845
BBS_FEV2021',A,Presentiel,OUI,50.1835667,-61.81285
BBS_FEV2021',A,Presentiel,OUI,50.184549,-73.841018
BBS_FEV2021',A,Presentiel,OUI,50.18655,-61.82395
BBS_FEV2021',A,Presentiel,OUI,50.187364,-74.327904
BBS_FEV2021',A,Presentiel,OUI,50.189362,-73.832577
BBS_FEV2021',A,Presentiel,OUI,50.1895145,-77.0916658
BBS_FEV2021',A,Presentiel,OUI,50.1927184,-61.8292781
BBS_FEV2021',A,Presentiel,OUI,50.193784,-73.8234
BBS_FEV2021',A,Presentiel,OUI,50.194638,-74.328395
BBS_FEV2021',A,Presentiel,OUI,50.1964631,-77.0944739
BBS_FEV2021',A,Presentiel,OUI,50.197377,-73.814277
BBS_FEV2021',A,Presentiel,OUI,50.1982667,-61.8296667
BBS_FEV2021',A,Presentiel,OUI,50.20208,-74.330295
BBS_FEV2021',A,Presentiel,OUI,50.2022739,-61.8218957
BBS_FEV2021',A,Presentiel,OUI,50.203505,-73.807836
BBS_FEV2021',A,Presentiel,OUI,50.2036005,-77.0972885
BBS_FEV2021',A,Presentiel,OUI,50.2064667,-61.8262667
BBS_FEV2021',A,Presentiel,OUI,50.208793,-74.32782
BBS_FEV2021',A,Presentiel,OUI,50.210072,-73.803561
BBS_FEV2021',A,Presentiel,OUI,50.2106413,-77.1000621
BBS_FEV2021',A,Presentiel,OUI,50.2129833,-61.8320333
BBS_FEV2021',A,Presentiel,OUI,50.215817,-73.796778
BBS_FEV2021',A,Presentiel,OUI,50.215944,-74.32825
BBS_FEV2021',A,Presentiel,OUI,50.217596,-77.1027862
BBS_FEV2021',A,Presentiel,OUI,50.21935,-61.9954666
BBS_FEV2021',A,Presentiel,OUI,50.2194167,-61.83575
BBS_FEV2021',A,Presentiel,OUI,50.2212333,-61.8532333
BBS_FEV2021',A,Presentiel,OUI,50.221624,-73.790958
BBS_FEV2021',A,Presentiel,OUI,50.2221333,-61.8633667
BBS_FEV2021',A,Presentiel,OUI,50.2230333,-61.84415
BBS_FEV2021',A,Presentiel,OUI,50.223077,-74.331268
BBS_FEV2021',A,Presentiel,OUI,50.2242843,-77.0999421
BBS_FEV2021',A,Presentiel,OUI,50.2261333,-61.8704167
BBS_FEV2021',A,Presentiel,OUI,50.2268967,-61.9836851
BBS_FEV2021',A,Presentiel,OUI,50.227997,-73.785491
BBS_FEV2021',A,Presentiel,OUI,50.22925,-61.88085
BBS_FEV2021',A,Presentiel,OUI,50.2293668,-61.9775514
BBS_FEV2021',A,Presentiel,OUI,50.2294333,-61.9454667
BBS_FEV2021',A,Presentiel,OUI,50.229461,-74.327448
BBS_FEV2021',A,Presentiel,OUI,50.2299363,-61.9350513
BBS_FEV2021',A,Presentiel,OUI,50.230115,-77.0930799
BBS_FEV2021',A,Presentiel,OUI,50.2305333,-61.8917667
BBS_FEV2021',A,Presentiel,OUI,50.2314828,-61.9704007
BBS_FEV2021',A,Presentiel,OUI,50.2333813,-61.9513673
BBS_FEV2021',A,Presentiel,OUI,50.234576,-73.779952
BBS_FEV2021',A,Presentiel,OUI,50.2346833,-61.9607333
BBS_FEV2021',A,Presentiel,OUI,50.2348217,-61.8975952
BBS_FEV2021',A,Presentiel,OUI,50.23595,-61.92985
BBS_FEV2021',A,Presentiel,OUI,50.236162,-74.324122
BBS_FEV2021',A,Presentiel,OUI,50.2371251,-77.0923807
BBS_FEV2021',A,Presentiel,OUI,50.23735,-61.9080833
BBS_FEV2021',A,Presentiel,OUI,50.2385833,-61.9199667
BBS_FEV2021',A,Presentiel,OUI,50.23975,-67.3853167
BBS_FEV2021',A,Presentiel,OUI,50.241028,-73.776138
BBS_FEV2021',A,Presentiel,OUI,50.243047,-74.322424
